cohort ;user  ;time_year ;time_month ;subscription ;content ;genres ;recency_new ;bounce
     0 ;  102 ;     2018 ;         3 ;           1 ;      3 ;     2 ;1           ;0
     0 ;  102 ;     2018 ;         4 ;           1 ;      4 ;     4 ;0,6         ;0
     0 ;  103 ;     2018 ;         3 ;           1 ;      2 ;     2 ;0           ;0,5
     0 ;  103 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;1
     0 ;  104 ;     2018 ;         3 ;           1 ;      1 ;     1 ;1           ;0,5
     0 ;  104 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0,5         ;0,5
     0 ;  104 ;     2018 ;         5 ;           1 ;      5 ;     2 ;0,1667      ;0,5
     0 ;  105 ;     2018 ;         3 ;           1 ;      4 ;     1 ;0,6         ;0,4
     0 ;  105 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0           ;0,3333
     0 ;  106 ;     2018 ;         3 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  106 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  107 ;     2018 ;         3 ;           1 ;      3 ;     1 ;0,4         ;0,6
     0 ;  108 ;     2018 ;         3 ;           1 ;      1 ;     1 ;1           ;0
     0 ;  108 ;     2018 ;         4 ;           1 ;      3 ;     1 ;0           ;0
     0 ;  109 ;     2018 ;         3 ;           1 ;      3 ;     3 ;0           ;0,4
     0 ;  110 ;     2018 ;         3 ;           1 ;      4 ;     3 ;0,25        ;0,5
     0 ;  111 ;     2018 ;         3 ;           1 ;      4 ;     3 ;0,4         ;0,6
     0 ;  112 ;     2018 ;         3 ;           1 ;      7 ;     2 ;0,125       ;0
     0 ;  113 ;     2018 ;         3 ;           1 ;      5 ;     4 ;0,4286      ;0,5714
     0 ;  113 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  114 ;     2018 ;         3 ;           1 ;      1 ;     1 ;0           ;1
     0 ;  114 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0           ;0,8333
     0 ;  115 ;     2018 ;         3 ;           1 ;      1 ;     1 ;0           ;1
     0 ;  115 ;     2018 ;         4 ;           1 ;      5 ;     3 ;0,2         ;0,6
     0 ;  116 ;     2018 ;         3 ;           1 ;      1 ;     1 ;0           ;1
     0 ;  116 ;     2018 ;         4 ;           1 ;      8 ;     3 ;0,1818      ;0,4545
     0 ;  117 ;     2018 ;         3 ;           1 ;      4 ;     2 ;0           ;1
     0 ;  118 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0,25        ;0
     0 ;  119 ;     2018 ;         3 ;           1 ;      5 ;     2 ;0           ;0,1667
     0 ;  120 ;     2018 ;         3 ;           1 ;      6 ;     2 ;0,5714      ;0,7143
     0 ;  121 ;     2018 ;         3 ;           1 ;      3 ;     1 ;0           ;0,25
     0 ;  122 ;     2018 ;         3 ;           1 ;      2 ;     2 ;0           ;1
     0 ;  122 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0,6667
     0 ;  123 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0,6667      ;0
     0 ;  124 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0,6667      ;0
     0 ;  124 ;     2018 ;         4 ;           1 ;      6 ;     3 ;0,7143      ;0,5714
     0 ;  125 ;     2018 ;         3 ;           1 ;      5 ;     1 ;0,4         ;0
     0 ;  126 ;     2018 ;         3 ;           1 ;     13 ;     4 ;0,6154      ;0
     0 ;  126 ;     2018 ;         4 ;           1 ;      4 ;     3 ;0,5         ;0
     0 ;  127 ;     2018 ;         3 ;           1 ;      4 ;     2 ;0           ;0,5
     0 ;  128 ;     2018 ;         3 ;           1 ;      4 ;     2 ;0,4         ;0,4
     0 ;  129 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0,25        ;0,25
     0 ;  130 ;     2018 ;         3 ;           1 ;      6 ;     1 ;0,3333      ;0,1667
     0 ;  131 ;     2018 ;         3 ;           1 ;      6 ;     2 ;0           ;0,5
     0 ;  132 ;     2018 ;         3 ;           1 ;      3 ;     3 ;0           ;0
     0 ;  132 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0,5         ;0
     0 ;  133 ;     2018 ;         3 ;           1 ;      5 ;     2 ;0           ;0,3333
     0 ;  133 ;     2018 ;         4 ;           1 ;     10 ;     2 ;0,3077      ;0,3846
     0 ;  134 ;     2018 ;         3 ;           1 ;      2 ;     2 ;0,6667      ;0
     0 ;  134 ;     2018 ;         4 ;           1 ;      5 ;     3 ;0,6667      ;0,6667
     0 ;  135 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0           ;0
     0 ;  135 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0,5         ;0
     0 ;  136 ;     2018 ;         3 ;           1 ;      5 ;     3 ;0,625       ;0
     0 ;  137 ;     2018 ;         3 ;           1 ;      7 ;     4 ;0,625       ;0,75
     0 ;  137 ;     2018 ;         4 ;           1 ;      7 ;     2 ;0,125       ;0,375
     0 ;  138 ;     2018 ;         3 ;           1 ;      3 ;     3 ;0,5         ;0,75
     0 ;  139 ;     2018 ;         3 ;           1 ;      6 ;     3 ;0,6667      ;0,6667
     0 ;  140 ;     2018 ;         3 ;           1 ;      3 ;     3 ;0,6         ;0
     0 ;  140 ;     2018 ;         4 ;           1 ;      9 ;     4 ;0,5385      ;0
     0 ;  141 ;     2018 ;         3 ;           1 ;      6 ;     4 ;0,125       ;0,75
     0 ;  141 ;     2018 ;         4 ;           1 ;      4 ;     1 ;0,25        ;0,5
     0 ;  142 ;     2018 ;         3 ;           1 ;      3 ;     1 ;0           ;0,75
     0 ;  143 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0,0769      ;0,1538
     0 ;  143 ;     2018 ;         4 ;           1 ;      8 ;     1 ;0,8571      ;0,3571
     0 ;  144 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0,5         ;0
     0 ;  144 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0           ;0
     0 ;  145 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0,3333      ;0,3333
     0 ;  146 ;     2018 ;         3 ;           1 ;      3 ;     3 ;0,25        ;0,75
     0 ;  147 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0,5         ;0,25
     0 ;  147 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  148 ;     2018 ;         3 ;           1 ;      4 ;     3 ;0,6         ;0,8
     0 ;  149 ;     2018 ;         3 ;           1 ;      5 ;     4 ;0,1667      ;0,6667
     0 ;  150 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0           ;0,3333
     0 ;  151 ;     2018 ;         3 ;           1 ;      1 ;     1 ;1           ;0
     0 ;  151 ;     2018 ;         4 ;           1 ;     15 ;     4 ;0,4286      ;0
     0 ;  152 ;     2018 ;         3 ;           1 ;      3 ;     1 ;0,3333      ;0,3333
     0 ;  153 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0           ;1
     0 ;  153 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0           ;0,5
     0 ;  154 ;     2018 ;         3 ;           1 ;     12 ;     2 ;0,3333      ;0
     0 ;  155 ;     2018 ;         3 ;           1 ;      6 ;     3 ;0,3333      ;0,3333
     0 ;  155 ;     2018 ;         4 ;           1 ;      9 ;     3 ;0,3636      ;0,2727
     0 ;  156 ;     2018 ;         3 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  156 ;     2018 ;         4 ;           1 ;     14 ;     4 ;0,2667      ;0,6
     0 ;  157 ;     2018 ;         3 ;           1 ;      3 ;     3 ;0,1667      ;0,3333
     0 ;  158 ;     2018 ;         3 ;           1 ;      4 ;     2 ;0,4545      ;0,6364
     0 ;  158 ;     2018 ;         4 ;           1 ;      4 ;     3 ;0,9167      ;0,5
     0 ;  159 ;     2018 ;         3 ;           1 ;      2 ;     2 ;0,6667      ;1
     0 ;  160 ;     2018 ;         3 ;           1 ;      4 ;     3 ;0,2         ;0
     0 ;  161 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0,5         ;1
     0 ;  161 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  162 ;     2018 ;         3 ;           1 ;      1 ;     1 ;1           ;0
     0 ;  162 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;0
     0 ;  163 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0           ;0,6667
     0 ;  163 ;     2018 ;         4 ;           1 ;      3 ;     2 ;0           ;0,3333
     0 ;  164 ;     2018 ;         3 ;           1 ;      5 ;     4 ;0,3333      ;0,6667
     0 ;  165 ;     2018 ;         3 ;           1 ;     13 ;     1 ;0,5         ;0,5
     0 ;  166 ;     2018 ;         3 ;           1 ;      4 ;     1 ;0           ;0,5
     0 ;  167 ;     2018 ;         3 ;           1 ;     13 ;     1 ;0           ;0
     0 ;  168 ;     2018 ;         3 ;           1 ;      1 ;     1 ;1           ;0
     0 ;  168 ;     2018 ;         4 ;           1 ;     13 ;     3 ;0,4         ;0
     0 ;  168 ;     2018 ;         5 ;           1 ;      5 ;     2 ;1           ;0
     0 ;  168 ;     2018 ;         6 ;           1 ;      3 ;     1 ;0,3333      ;0
     0 ;  169 ;     2018 ;         3 ;           1 ;      7 ;     3 ;0           ;0
     0 ;  170 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0           ;0,5
     0 ;  170 ;     2018 ;         4 ;           1 ;      5 ;     2 ;0,1429      ;0,7857
     0 ;  171 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0           ;0,5
     0 ;  171 ;     2018 ;         4 ;           1 ;      6 ;     4 ;0,4167      ;0,3333
     0 ;  172 ;     2018 ;         3 ;           1 ;      4 ;     1 ;0,25        ;0,5
     0 ;  173 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0,3333      ;0,3333
     0 ;  174 ;     2018 ;         3 ;           1 ;      2 ;     2 ;0,3333      ;0
     0 ;  175 ;     2018 ;         3 ;           1 ;      1 ;     1 ;1           ;0,5
     0 ;  175 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0,6667
     0 ;  176 ;     2018 ;         3 ;           1 ;      2 ;     1 ;0           ;0,5
     0 ;  176 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0           ;0,4
     0 ;  177 ;     2018 ;         3 ;           1 ;      3 ;     3 ;1           ;0,6667
     0 ;  178 ;     2018 ;         3 ;           1 ;      4 ;     2 ;0,5         ;0
     0 ;  179 ;     2018 ;         3 ;           1 ;      8 ;     2 ;0,125       ;1
     0 ;  180 ;     2018 ;         3 ;           1 ;     13 ;     3 ;0,2         ;0,6
     0 ;  180 ;     2018 ;         4 ;           1 ;      8 ;     1 ;0,125       ;0,5
     0 ;  181 ;     2018 ;         3 ;           1 ;      1 ;     1 ;0           ;1
     0 ;  181 ;     2018 ;         4 ;           1 ;      2 ;     1 ;0           ;1
     0 ;  182 ;     2018 ;         3 ;           1 ;      9 ;     5 ;0,0769      ;0,6154
     0 ;  183 ;     2018 ;         3 ;           1 ;      5 ;     1 ;0           ;0
     0 ;  183 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  183 ;     2018 ;         5 ;           1 ;      2 ;     1 ;0           ;0
     0 ;  183 ;     2018 ;         6 ;           1 ;      3 ;     2 ;0,3333      ;0
     0 ;  184 ;     2018 ;         3 ;           1 ;      1 ;     1 ;0           ;1
     0 ;  184 ;     2018 ;         4 ;           1 ;      4 ;     1 ;0           ;0,5
     0 ;  185 ;     2018 ;         3 ;           1 ;      5 ;     3 ;0,2857      ;0,5714
     0 ;  186 ;     2018 ;         3 ;           1 ;      6 ;     3 ;0,4286      ;0
     0 ;  186 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  187 ;     2018 ;         3 ;           1 ;      5 ;     1 ;0,4         ;0,4
     0 ;  188 ;     2018 ;         3 ;           1 ;      7 ;     4 ;0,125       ;0,375
     0 ;  189 ;     2018 ;         3 ;           1 ;      1 ;     1 ;1           ;0
     0 ;  189 ;     2018 ;         4 ;           1 ;      6 ;     3 ;0,2857      ;0,4286
     0 ;  190 ;     2018 ;         3 ;           1 ;      8 ;     1 ;0,125       ;0,875
     0 ;  190 ;     2018 ;         4 ;           1 ;      2 ;     2 ;0,5         ;0
     0 ;  191 ;     2018 ;         3 ;           1 ;      4 ;     3 ;0           ;0
     0 ;  192 ;     2018 ;         3 ;           1 ;      3 ;     3 ;0,6667      ;1
     0 ;  193 ;     2018 ;         3 ;           1 ;      2 ;     2 ;1           ;0,5
     0 ;  193 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;1
     0 ;  194 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0,6667      ;1
     0 ;  194 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  195 ;     2018 ;         3 ;           1 ;      4 ;     1 ;0,5         ;1
     0 ;  196 ;     2018 ;         3 ;           1 ;      7 ;     2 ;0,2727      ;0,5455
     0 ;  197 ;     2018 ;         3 ;           1 ;      4 ;     1 ;0           ;0
     0 ;  198 ;     2018 ;         3 ;           1 ;      4 ;     3 ;0,25        ;0,5
     0 ;  199 ;     2018 ;         3 ;           1 ;      9 ;     4 ;0,6667      ;0
     0 ;  199 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  200 ;     2018 ;         3 ;           1 ;      5 ;     2 ;0,2         ;0
     0 ;  201 ;     2018 ;         3 ;           1 ;      3 ;     3 ;0           ;0,5
     0 ;  202 ;     2018 ;         3 ;           1 ;      5 ;     3 ;0,8         ;0,8
     0 ;  202 ;     2018 ;         4 ;           1 ;     10 ;     3 ;0,5         ;0,7
     0 ;  203 ;     2018 ;         3 ;           1 ;      8 ;     2 ;0,3         ;0,5
     0 ;  204 ;     2018 ;         3 ;           1 ;      3 ;     1 ;0           ;0
     0 ;  204 ;     2018 ;         4 ;           1 ;      9 ;     2 ;0,3333      ;0
     0 ;  205 ;     2018 ;         3 ;           1 ;      4 ;     3 ;0,25        ;0,75
     0 ;  205 ;     2018 ;         4 ;           1 ;      1 ;     1 ;0           ;0
     0 ;  206 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0           ;1
     0 ;  207 ;     2018 ;         3 ;           1 ;      8 ;     3 ;0,1111      ;0,4444
     0 ;  208 ;     2018 ;         3 ;           1 ;      3 ;     2 ;0,6667      ;1
     0 ;  209 ;     2018 ;         3 ;           1 ;      5 ;     2 ;0,8         ;0,8
     0 ;  209 ;     2018 ;         4 ;           1 ;      1 ;     1 ;1           ;1
     0 ;  210 ;     2018 ;         3 ;           1 ;      1 ;     1 ;0           ;1
     0 ;  210 ;     2018 ;         4 ;           1 ;      5 ;     3 ;0,6667      ;0,8333
     0 ;  211 ;     2018 ;         3 ;           1 ;      4 ;     1 ;0           ;0
